,tree_id,lat,lon,month_planted,year_planted,season
2,43163,37.72603642,-122.4226902,7,2000,summer
10,94792,37.79098842,-122.4508487,11,2010,fall
13,29149,37.7839498,-122.4126863,6,2015,summer
14,82688,37.75197824,-122.4968327,6,2008,summer
18,30326,37.71906925,-122.4591242,10,2017,fall
21,106947,37.79606292,-122.4453857,7,2014,summer
27,46353,37.79078673,-122.4412931,2,2002,winter
28,41683,37.76097966,-122.4446096,6,2000,summer
29,89070,37.77639009,-122.4768635,3,2008,spring
31,89610,37.77769248,-122.4933791,11,2015,fall
42,167503,37.76441456,-122.4314733,8,2018,summer
44,84674,37.75130564,-122.4328702,12,2012,winter
46,10331,37.77167675,-122.4361039,4,2007,spring
47,57298,37.76495791,-122.4224007,8,1976,summer
49,108783,37.71364778,-122.4224308,1,2015,winter
50,55091,37.77806161,-122.4748418,9,1972,fall
52,88336,37.72000186,-122.4319386,7,2008,summer
54,266554,37.76136095,-122.4392648,10,2021,fall
59,43663,37.77608334,-122.4692206,7,2000,summer
62,6843,37.74047206,-122.3865874,3,2007,spring
68,90708,37.77350962,-122.5057833,4,2008,spring
70,26049,37.71326115,-122.4573902,3,2007,spring
75,111742,37.77653303,-122.4777297,1,2016,winter
93,258210,37.75222364,-122.5021985,4,2019,spring
94,86344,37.74347936,-122.4822505,12,2006,winter
97,5922,37.78206203,-122.4296075,5,1992,spring
100,110156,37.79683937,-122.4142918,3,2015,spring
108,16957,37.77398518,-122.4301281,1,2008,winter
110,67486,37.75926202,-122.3990347,9,1992,fall
111,92244,37.75896284,-122.4907049,7,2009,summer
112,15201,37.77888219,-122.4114764,4,1995,spring
120,1509,37.78454089,-122.4587286,10,1996,fall
124,22038,37.75340073,-122.3876708,2,1995,winter
125,93324,37.77931477,-122.4437504,11,2008,fall
126,68331,37.77874487,-122.4734554,8,1993,summer
133,57164,37.79116984,-122.4443019,10,1974,fall
135,10479,37.769751,-122.4494797,12,2007,winter
141,31815,37.7697757,-122.435117,6,1995,summer
144,136801,37.78893725,-122.4439304,2,2018,winter
150,63002,37.76335092,-122.5019086,9,1986,fall
159,256115,37.73711377,-122.4152742,9,2018,fall
160,8671,37.78220247,-122.4504931,2,1996,winter
171,56411,37.78564138,-122.4775333,8,1973,summer
177,86439,37.73986094,-122.4839842,12,2006,winter
178,235870,37.76124092,-122.4089886,5,1994,spring
183,86159,37.7644623,-122.4826285,1,2007,winter
192,37189,37.75957389,-122.488576,4,2001,spring
199,209652,37.75653473,-122.4686951,5,1973,spring
208,113643,37.77527096,-122.4159838,2,2016,winter
214,5026,37.74277322,-122.436671,1,1992,winter
218,184542,37.75497106,-122.4991718,2,2018,winter
226,24492,37.77560902,-122.4249888,6,1995,summer
227,177596,37.71136852,-122.4526619,1,2018,winter
231,45763,37.78861457,-122.4583124,10,2001,fall
237,49525,37.76969642,-122.4087483,4,2003,spring
250,40189,37.72969602,-122.4112413,4,1999,spring
262,175507,37.72939087,-122.4210958,6,2021,summer
263,13795,37.78339759,-122.4085601,9,1993,fall
264,30362,37.75852471,-122.3981897,3,1956,spring
269,253547,37.72207681,-122.4398369,9,2017,fall
270,52707,37.7898597,-122.4575512,3,2006,spring
271,83366,37.71820238,-122.4311201,7,2009,summer
272,43761,37.78122955,-122.4761315,7,2000,summer
275,25779,37.7111607,-122.426399,4,1997,spring
279,10545,37.732451,-122.3785079,2,1992,winter
280,51059,37.73679169,-122.3926933,7,2004,summer
282,45648,37.7261072,-122.4271553,10,2005,fall
286,92462,37.75686541,-122.4999649,7,2009,summer
291,23044,37.75668817,-122.4212589,2,1995,winter
293,119272,37.79356851,-122.4111998,7,2016,summer
296,42162,37.77484119,-122.4737999,6,2000,summer
314,138948,37.7762322,-122.4286181,8,2008,summer
315,44181,37.80435416,-122.4421061,12,2000,winter
327,91747,37.75578034,-122.4122624,3,2007,spring
329,43773,37.78567623,-122.478781,7,2000,summer
331,102923,37.78962626,-122.4198788,3,2013,spring
334,66134,37.80126871,-122.4465906,11,2011,fall
335,32556,37.75731405,-122.4265636,10,1996,fall
337,92291,37.74023949,-122.4777217,7,2009,summer
339,44312,37.79379946,-122.4393364,3,2001,spring
342,94213,37.76055798,-122.3962357,6,2010,summer
343,160846,37.7177707,-122.4323633,10,2017,fall
344,103764,37.78927035,-122.4195758,11,2009,fall
351,95337,37.79909187,-122.4012351,8,2011,summer
354,42979,37.72596423,-122.4193796,7,2000,summer
355,35587,37.80287197,-122.4365902,3,1998,spring
358,95966,37.7805919,-122.4785275,3,2011,spring
366,76145,37.8033776,-122.4241268,11,1996,fall
370,48433,37.79262622,-122.4124182,7,2002,summer
382,86403,37.75532907,-122.4841614,12,2006,winter
386,90182,37.77673728,-122.4766866,2,2008,winter
395,38826,37.78789632,-122.4648636,10,1998,fall
396,10385,37.77042397,-122.4441921,7,2017,summer
403,184160,37.75696922,-122.5010564,2,2018,winter
404,30985,37.7940157,-122.4289981,7,2009,summer
405,115881,37.73741063,-122.3904598,3,2016,spring
407,51372,37.77559066,-122.4768156,10,2004,fall
414,62400,37.80285682,-122.4208902,10,1985,fall
416,87408,37.79791069,-122.4238515,4,2008,spring
417,63523,37.75799017,-122.4210418,9,2015,fall
418,211747,37.74210344,-122.4683732,3,2017,spring
425,28305,37.72869458,-122.4403899,3,2003,spring
426,33535,37.74083857,-122.4174927,11,1996,fall
433,42729,37.7287859,-122.3949019,6,2000,summer
437,13321,37.72149258,-122.4324059,12,1997,winter
439,33778,37.79150508,-122.396128,1,2015,winter
450,220490,37.75265016,-122.4126766,12,2012,winter
460,121650,37.73291821,-122.460606,1,2017,winter
464,30064,37.71247053,-122.4674296,3,2007,spring
468,160336,37.71814853,-122.4389831,5,2021,spring
470,125408,37.78285833,-122.4216659,11,2015,fall
475,41171,37.80053798,-122.4403048,11,1999,fall
477,16686,37.76508484,-122.4331811,6,1998,summer
483,12728,37.78624859,-122.4768032,1,2005,winter
493,138535,37.78527855,-122.4327587,4,1998,spring
494,92336,37.73928609,-122.4893228,7,2009,summer
495,35339,37.75663725,-122.3979702,2,1998,winter
499,13438,37.79432565,-122.3952546,12,2002,winter
505,23045,37.75664963,-122.4209814,7,1994,summer
519,5020,37.74301859,-122.4370193,1,1992,winter
520,10865,37.73410745,-122.3826385,3,2006,spring
521,82793,37.75601024,-122.4805368,10,2007,fall
523,32714,37.78834369,-122.4186211,10,1996,fall
526,255306,37.74984217,-122.4148497,5,2018,spring
528,82263,37.75954483,-122.4170374,12,2011,winter
540,45683,37.79625956,-122.4153283,9,2001,fall
544,39524,37.76630904,-122.4001582,12,1998,winter
546,43519,37.77529897,-122.4395004,7,2000,summer
548,51292,37.71616097,-122.4082335,8,2004,summer
549,63559,37.75676603,-122.5022953,4,1987,spring
550,97763,37.78356468,-122.4557769,11,2011,fall
555,20175,37.7807144,-122.4337918,1,1991,winter
559,60371,37.73225439,-122.3880436,10,1982,fall
568,2782,37.77548159,-122.4631878,6,2011,summer
573,190562,37.76869733,-122.403221,11,2017,fall
576,37261,37.7603813,-122.3840185,6,1998,summer
579,31387,37.74147654,-122.4705383,4,1995,spring
585,1956,37.73364252,-122.3815241,8,1995,summer
590,21914,37.76215959,-122.3888532,10,2017,fall
592,68534,37.77404149,-122.4638548,10,1993,fall
599,52724,37.79177256,-122.393248,4,2006,spring
600,29321,37.74005199,-122.4632537,10,2005,fall
602,11222,37.73286112,-122.3796919,12,2015,winter
604,86611,37.77129741,-122.4086213,4,2007,spring
607,91651,37.75325079,-122.4162776,3,2007,spring
608,38052,37.78582729,-122.4422075,7,1998,summer
631,50236,37.76012011,-122.4907854,8,2003,summer
633,93481,37.73805455,-122.3879314,8,2010,summer
634,51921,37.79047913,-122.4492422,7,2005,summer
635,90542,37.77535813,-122.4653295,2,2008,winter
638,9861,37.78578432,-122.4246889,12,2009,winter
640,85869,37.76204688,-122.4150629,5,2007,spring
642,50001,37.76141633,-122.3934961,7,2003,summer
644,29273,37.74666796,-122.4469037,10,2005,fall
646,90937,37.77553511,-122.5029084,11,2008,fall
647,43667,37.78186896,-122.4708721,7,2000,summer
649,38849,37.75852933,-122.4779354,11,1998,fall
657,2120,37.73462174,-122.4388132,7,2005,summer
661,265132,37.77900403,-122.4101882,1,2021,winter
673,17750,37.7891686,-122.4234991,1,2000,winter
674,42734,37.71273501,-122.4007401,6,2000,summer
675,264722,37.7658429,-122.4002422,9,2020,fall
677,90187,37.77664953,-122.4785567,2,2008,winter
686,37548,37.78834369,-122.4160206,6,1998,summer
687,9479,37.78066684,-122.4238433,4,1998,spring
688,95931,37.77638849,-122.4866995,7,2011,summer
689,29621,37.72056391,-122.4726276,3,2013,spring
703,28341,37.74755461,-122.4184944,1,2004,winter
706,66091,37.8005368,-122.4165516,8,1990,summer
711,14988,37.7400007,-122.3856708,4,2013,spring
722,88161,37.78140686,-122.4029601,7,2008,summer
724,27836,37.80288457,-122.4006465,12,2000,winter
730,7715,37.77523536,-122.4210481,2,2005,winter
731,110033,37.72499974,-122.4314389,3,2015,spring
744,46092,37.78579691,-122.478625,12,2001,winter
749,51123,37.77162403,-122.3987245,7,2004,summer
756,2724,37.78693847,-122.433559,5,1992,spring
765,37383,37.71055643,-122.4473251,6,1998,summer
773,169719,37.73920347,-122.4285018,6,2018,summer
790,83533,37.72444662,-122.4318527,12,2012,winter
792,27922,37.78063781,-122.3889473,2,2001,winter
794,24947,37.72303388,-122.4015908,3,1996,spring
796,25349,37.72253177,-122.4515453,3,2003,spring
797,17034,37.77307325,-122.4384448,9,2014,fall
799,27055,37.7292434,-122.4153641,3,2005,spring
804,89567,37.77735577,-122.501182,3,2008,spring
809,63575,37.79974906,-122.4215562,4,1987,spring
810,52390,37.73687737,-122.4240941,12,2005,winter
818,6821,37.74083447,-122.3861797,12,2000,winter
823,40822,37.77560444,-122.3973872,8,1999,summer
825,48879,37.75967614,-122.3963089,11,2002,fall
830,65528,37.78980257,-122.4204439,2,1990,winter
833,9168,37.77990438,-122.4843601,11,2012,fall
837,26852,37.75181744,-122.4227446,7,2016,summer
839,25926,37.73816969,-122.3964667,7,1997,summer
841,95591,37.76481632,-122.489484,3,2011,spring
846,262152,37.76236296,-122.5072083,5,2020,spring
848,24434,37.78645014,-122.4233015,4,2002,spring
853,104038,37.75435143,-122.4152118,12,2014,winter
855,60308,37.77504909,-122.4454422,10,1982,fall
857,260400,37.78186647,-122.4541596,8,2019,summer
860,65934,37.78267647,-122.4577259,5,1990,spring
861,86277,37.76161397,-122.4833634,12,2006,winter
867,29335,37.73667874,-122.4693298,1,2006,winter
877,265841,37.75842124,-122.4624035,6,2021,summer
880,45509,37.73381042,-122.4811566,7,2001,summer
885,22633,37.78086976,-122.428338,12,1990,winter
891,89728,37.77905844,-122.4636374,2,2008,winter
892,10760,37.73252507,-122.3804241,3,2007,spring
893,265469,37.71969378,-122.4082091,6,2021,summer
894,42633,37.79815054,-122.4266093,6,2016,summer
895,87749,37.78213565,-122.4730342,5,2008,spring
896,88184,37.7790648,-122.4058102,8,2011,summer
906,24691,37.77949191,-122.4952221,6,2001,summer
907,100131,37.78198244,-122.405412,10,2012,fall
920,26028,37.8008488,-122.3992317,12,2000,winter
936,21777,37.80545598,-122.4151618,12,1992,winter
937,63395,37.78564369,-122.411357,2,1987,winter
946,115438,37.80087045,-122.4210009,2,2016,winter
951,62223,37.72892718,-122.4372143,4,2010,spring
955,164229,37.74282422,-122.4736131,8,2020,summer
959,22431,37.72396111,-122.394868,1,2008,winter
960,85616,37.72875388,-122.3831887,3,2007,spring
963,253496,37.77369248,-122.4096587,9,2017,fall
969,2695,37.7872832,-122.431948,11,2003,fall
975,67949,37.77541192,-122.4821757,3,1993,spring
985,60881,37.80152202,-122.4126935,5,1983,spring
988,90420,37.76982832,-122.4239387,2,2008,winter
993,160555,37.71795401,-122.4341293,10,2017,fall
998,52614,37.80523249,-122.441243,4,2006,spring
1004,28920,37.7763267,-122.4074736,2,2006,winter
1009,53295,37.75280601,-122.4344694,5,2011,spring
1012,91016,37.77354162,-122.5023333,11,2008,fall
1013,92258,37.77168316,-122.5078482,7,2009,summer
1014,34683,37.79855341,-122.4310048,5,2013,spring
1015,6754,37.73824043,-122.3819127,12,1992,winter
1024,58942,37.75234513,-122.4014906,3,1980,spring
1025,108170,37.74643584,-122.4103924,2,2015,winter
1026,98154,37.77937774,-122.4738029,5,2012,spring
1028,68172,37.77814366,-122.4544834,6,1993,summer
1029,84069,37.77375163,-122.4461458,6,2008,summer
1031,60884,37.80085834,-122.4129595,10,2013,fall
1034,103621,37.78678057,-122.4585398,12,2013,winter
1035,4080,37.74835479,-122.4141205,5,2017,spring
1036,92438,37.74392407,-122.5025493,7,2009,summer
1039,90468,37.77811305,-122.4845221,3,2008,spring
1044,90800,37.77380748,-122.4964892,4,2008,spring
1051,66427,37.72100686,-122.3971777,1,1991,winter
1053,29340,37.73667874,-122.4693298,1,2006,winter
1059,93327,37.77931477,-122.4437504,11,2008,fall
1061,103896,37.78669442,-122.4766904,6,2013,summer
1064,8051,37.77824291,-122.4267982,5,1990,spring
1065,90959,37.77519758,-122.5074358,11,2008,fall
1068,90844,37.77426859,-122.4862726,2,2008,winter
1078,27822,37.79806025,-122.3963595,7,1994,summer
1082,253392,37.793068,-122.39288,8,2017,summer
1084,117721,37.77998531,-122.5009317,1,2020,winter
1085,171288,37.72642492,-122.429448,11,2019,fall
1088,55973,37.79125875,-122.4327195,6,2019,summer
1092,18879,37.79009783,-122.4313873,6,1998,summer
1094,38381,37.75113859,-122.4013742,10,2005,fall
1099,43145,37.72631551,-122.4217074,7,2000,summer
1113,67378,37.77699344,-122.4675438,7,1992,summer
1119,44731,37.74860367,-122.4789302,4,2001,spring
1120,21891,37.76374553,-122.3889508,11,1999,fall
1121,102636,37.76220528,-122.4194426,2,2013,winter
1124,60874,37.80179415,-122.4131496,3,2002,spring
1125,33324,37.80223212,-122.4280103,11,1996,fall
1142,50212,37.77484103,-122.4876698,8,2003,summer
1143,22475,37.72179576,-122.3957486,1,1995,winter
1145,140449,37.78138477,-122.4321346,12,2005,winter
1146,27795,37.80019555,-122.3987633,12,2000,winter
1152,109948,37.78068362,-122.4040379,3,2015,spring
1153,159211,37.71433373,-122.4469744,10,2017,fall
1159,66412,37.79076208,-122.4080194,2,1991,winter
1160,48429,37.79661051,-122.439786,7,2002,summer
1163,29942,37.7132593,-122.4593678,3,2007,spring
1164,67254,37.7470841,-122.5061415,1,1994,winter
1168,253625,37.77676248,-122.4400054,3,2021,spring
1169,86524,37.76088472,-122.4856059,12,2006,winter
1174,92300,37.74408917,-122.4789062,7,2009,summer
1178,22539,37.72883794,-122.4341931,3,2006,spring
1179,29508,37.72775297,-122.3851088,2,2006,winter
1181,16012,37.73158853,-122.4381892,4,1998,spring
1185,200925,37.74003262,-122.3890239,4,2017,spring
1187,90546,37.77527387,-122.4675928,2,2008,winter
1189,51217,37.72898889,-122.4108148,8,2004,summer
1191,65843,37.80310459,-122.4400879,5,1990,spring
1192,13280,37.7990441,-122.443221,8,1993,summer
1200,21628,37.7867283,-122.4276749,6,1994,summer
1203,262267,37.71849332,-122.443402,6,2020,summer
1204,5129,37.73520158,-122.4337483,7,1983,summer
1206,15223,37.77718866,-122.4133326,3,1995,spring
1208,27384,37.80119183,-122.4193687,11,2018,fall
1210,86265,37.7560768,-122.4829805,12,2006,winter
1212,14801,37.7788254,-122.4307507,6,1994,summer
1213,22650,37.78070821,-122.4299047,1,2014,winter
1216,48575,37.80328244,-122.4464662,8,2002,summer
1217,101517,37.80477935,-122.4095633,12,2012,winter
1219,15759,37.72263968,-122.4362275,8,2019,summer
1223,29409,37.72205242,-122.3902582,2,2006,winter
1226,94816,37.78787566,-122.4560508,11,2010,fall
1228,65220,37.7218238,-122.434908,7,1989,summer
1233,91273,37.7529047,-122.4231186,11,2009,fall
1241,5366,37.76559531,-122.4263203,8,2011,summer
1247,111972,37.73433034,-122.3975641,9,2015,fall
1252,89379,37.7793356,-122.4606356,2,2008,winter
1254,31645,37.73997613,-122.5046881,10,2005,fall
1257,182218,37.75724961,-122.4946551,3,2021,spring
1263,62192,37.72485103,-122.4407694,9,1985,fall
1266,67578,37.76462442,-122.3977958,10,1992,fall
1273,95740,37.7232063,-122.4250296,9,2011,fall
1275,201699,37.77384185,-122.4087909,9,2017,fall
1283,32721,37.78719696,-122.4164491,10,1996,fall
1287,35214,37.7812297,-122.5005324,3,1998,spring
1289,65641,37.77874774,-122.507135,3,1990,spring
1291,52673,37.77537319,-122.4972174,4,2006,spring
1295,54243,37.77760274,-122.450611,5,1972,spring
1298,41831,37.76265678,-122.4728032,6,2000,summer
1302,91009,37.77730075,-122.4613386,7,2013,summer
1309,90794,37.7737857,-122.4970042,4,2008,spring
1313,30079,37.71172889,-122.4634421,3,2007,spring
1323,233361,37.76405861,-122.4233516,5,2017,spring
1325,86229,37.74196254,-122.4819811,12,2006,winter
1327,265206,37.78551855,-122.4229648,1,2021,winter
1328,53157,37.7341302,-122.3930448,11,2006,fall
1332,61561,37.75472558,-122.4001415,8,1984,summer
1336,27915,37.78105676,-122.3886575,2,2001,winter
1339,40829,37.79182353,-122.3933191,8,1999,summer
1341,242614,37.74243187,-122.4196282,4,2005,spring
1344,51039,37.7767218,-122.432202,7,2004,summer
1345,91962,37.76428975,-122.4592961,2,2009,winter
1348,60784,37.78030327,-122.4481586,3,1983,spring
1350,109113,37.76021162,-122.4172113,8,2016,summer
1357,30866,37.71570284,-122.4027874,2,1995,winter
1358,34511,37.78619932,-122.393859,7,1997,summer
1370,29194,37.75145675,-122.4956573,3,2006,spring
1373,28905,37.77958336,-122.4026556,2,2006,winter
1374,146932,37.77691039,-122.5039316,1,2020,winter
1376,38890,37.78449769,-122.4580563,11,1998,fall
1377,61668,37.76654569,-122.4287681,11,1984,fall
1385,91571,37.71527729,-122.4064887,5,2009,spring
1390,91238,37.75815412,-122.4236212,11,2008,fall
1392,25871,37.8020255,-122.4003557,10,1995,fall
1397,60799,37.77983262,-122.4488171,3,1983,spring
1399,1781,37.71530726,-122.3988921,12,1991,winter
1406,28991,37.77095304,-122.4103717,12,2005,winter
1408,117138,37.74161138,-122.4011549,7,2016,summer
1412,68358,37.77547343,-122.4801866,8,1993,summer
1413,107918,37.77937256,-122.4674661,11,2014,fall
1414,28413,37.7316257,-122.4472915,2,2003,winter
1417,39935,37.71366064,-122.4068173,9,2013,fall
1418,61789,37.75378399,-122.4014073,1,1985,winter
1419,10049,37.76499148,-122.4239873,9,2003,fall
1422,30445,37.80101957,-122.4051033,5,1956,spring
1427,86381,37.76043152,-122.4845031,12,2006,winter
1428,87879,37.80642835,-122.4365086,6,2008,summer
1432,35924,37.79287383,-122.4390314,4,1998,spring
1438,47781,37.80435257,-122.4132736,6,2002,summer
1441,28733,37.74497286,-122.3921056,10,2011,fall
1444,97689,37.723789,-122.4570913,4,2003,spring
1445,162926,37.71913277,-122.4572289,6,2021,summer
1447,180665,37.70970068,-122.4326309,10,2017,fall
1449,28119,37.74623968,-122.4202202,6,2005,summer
1451,262230,37.7460272,-122.4628529,6,2020,summer
1454,62205,37.72809039,-122.4384016,9,1985,fall
1458,91814,37.75549819,-122.4121214,3,2007,spring
1460,11436,37.79390727,-122.4246516,5,1998,spring
1461,160201,37.71521239,-122.4350489,4,2021,spring
1462,332,37.72504926,-122.474754,2,2008,winter
1463,67478,37.77780502,-122.4377485,9,1992,fall
1465,43183,37.72567569,-122.4138083,7,2000,summer
1468,3904,37.76761201,-122.4357388,10,2014,fall
1475,206965,37.72992472,-122.4495917,4,2009,spring
1488,20147,37.77882774,-122.4335644,9,1989,fall
1492,115733,37.73751531,-122.4643135,2,2016,winter
1508,31050,37.71189586,-122.4320257,8,2008,summer
1509,5971,37.78122548,-122.4330478,2,2005,winter
1511,52766,37.79602705,-122.4091642,5,2006,spring
1515,62043,37.78203198,-122.3947823,6,1993,summer
1518,84321,37.77536097,-122.4866245,1,2008,winter
1527,92261,37.77753355,-122.4967066,7,2009,summer
1533,91630,37.74933867,-122.4160399,3,2007,spring
1535,54983,37.77651145,-122.4747234,9,1972,fall
1538,113645,37.77527096,-122.4159838,2,2016,winter
1540,87774,37.73600479,-122.4342086,6,2016,summer
1542,108161,37.79916793,-122.4242774,11,2014,fall
1550,86438,37.7397251,-122.4839751,12,2006,winter
1553,258063,37.71966907,-122.4452847,5,2019,spring
1564,29575,37.72991183,-122.4721256,4,2007,spring
1569,52911,37.75894444,-122.4038309,7,2006,summer
1573,37150,37.74722035,-122.4227692,6,2015,summer
1574,46284,37.77470346,-122.5102284,1,2002,winter
1575,47191,37.78096707,-122.4870396,5,2002,spring
1576,97605,37.77673269,-122.4237009,10,2011,fall
1580,97391,37.75468559,-122.4329046,9,2011,fall
1583,68938,37.77841691,-122.469545,12,1993,winter
1584,69002,37.74872807,-122.5030324,1,1994,winter
1585,72489,37.7500984,-122.4239003,4,2013,spring
1586,32091,37.75932685,-122.4330876,8,1995,summer
1590,108907,37.7441872,-122.4192507,1,2015,winter
1595,5549,37.75413287,-122.4252342,11,2013,fall
1603,65898,37.78233538,-122.4577032,4,2014,spring
1609,89533,37.77738305,-122.5034679,3,2008,spring
1614,53081,37.75187146,-122.4987992,11,2006,fall
1619,16382,37.71579627,-122.444717,3,2006,spring
1627,5106,37.73652863,-122.4345491,6,2007,summer
1634,41382,37.74934485,-122.4212416,3,2000,spring
1635,29365,37.73617309,-122.4699605,1,2006,winter
1646,90819,37.77403053,-122.4916275,4,2008,spring
1648,51043,37.75771992,-122.4993586,1,2006,winter
1649,43037,37.79348068,-122.3986094,7,2000,summer
1666,82912,37.72958287,-122.4168967,7,2009,summer
1667,36678,37.76565186,-122.4231995,5,1998,spring
1670,3623,37.74269484,-122.381014,3,2006,spring
1671,46415,37.76296775,-122.3878878,3,2002,spring
1682,62715,37.79909767,-122.4174367,5,1986,spring
1685,32989,37.78432408,-122.3984229,11,1996,fall
1687,41930,37.7782207,-122.4618447,6,2000,summer
1691,256899,37.74884719,-122.4922883,12,2018,winter
1693,49957,37.77610415,-122.4490334,7,2003,summer
1700,32590,37.76229475,-122.4932331,10,1996,fall
1703,26376,37.71570628,-122.4506697,12,1997,winter
1704,27687,37.76383757,-122.4241278,12,2000,winter
1711,32271,37.7931159,-122.4370785,7,2002,summer
1714,3067,37.78784301,-122.4414591,10,2015,fall
1715,26612,37.72729125,-122.4018776,4,2016,spring
1717,12273,37.77765573,-122.4266051,2,1991,winter
1720,15659,37.73622897,-122.4242911,2,2007,winter
1723,43159,37.7264149,-122.4206699,7,2003,summer
1724,26348,37.71481946,-122.4516584,6,1997,summer
1726,6601,37.74139607,-122.3853059,2,2000,winter
1728,50729,37.79022448,-122.4445839,1,2004,winter
1731,32574,37.75700092,-122.416837,10,1996,fall
1736,59260,37.78974814,-122.4204377,3,1990,spring
1743,38823,37.78575196,-122.4636356,7,2013,summer
1751,45068,37.74586082,-122.4845648,5,2001,spring
1754,44489,37.728486,-122.4237101,3,2001,spring
1758,43685,37.7767623,-122.4651247,7,2000,summer
1766,15863,37.71380826,-122.4436183,12,2012,winter
1769,66515,37.7975502,-122.4165042,3,1991,spring
1773,192153,37.77484316,-122.4166098,9,2018,fall
1775,367,37.72122463,-122.4749612,5,1994,spring
1780,258202,37.74156102,-122.4991615,4,2019,spring
1783,10575,37.77713827,-122.4041178,2,2014,winter
1787,31299,37.77798759,-122.4253836,4,1995,spring
1790,47337,37.7196061,-122.4664011,12,2016,winter
1793,236398,37.76240876,-122.4491994,7,2021,summer
1804,115390,37.73780239,-122.4120604,1,2016,winter
1808,43440,37.72201758,-122.4433786,7,2000,summer
1813,12417,37.78657602,-122.4283897,9,1989,fall
1815,254683,37.72519152,-122.4426676,10,2018,fall
1817,26401,37.74449277,-122.4226197,6,1997,summer
1819,523,37.75276989,-122.408544,6,2021,summer
1826,117300,37.74532163,-122.4918207,6,2021,summer
1830,115618,37.76625994,-122.4007908,2,2016,winter
1832,5918,37.78177117,-122.4287659,10,2015,fall
1834,33142,37.79854358,-122.4373973,11,1996,fall
1838,260887,37.77341464,-122.5015148,5,2019,spring
1839,223107,37.73583805,-122.4142708,6,2001,summer
1843,84779,37.76359969,-122.3947849,4,2007,spring
1845,86339,37.74408187,-122.4822993,12,2006,winter
1846,36685,37.76013193,-122.4197325,5,2016,spring
1847,62971,37.79824673,-122.4155768,8,1986,summer
1864,58973,37.78400934,-122.4611954,4,1980,spring
1869,46263,37.75728452,-122.3883658,1,2002,winter
1874,87176,37.73364592,-122.3935463,1,2008,winter
1876,116935,37.75430539,-122.3897675,11,2016,fall
1881,68083,37.72538232,-122.4389067,5,1994,spring
1882,33792,37.79138852,-122.3959442,1,2015,winter
1883,64510,37.77883128,-122.4418583,7,1988,summer
1885,94082,37.79551111,-122.4175431,6,2010,summer
1887,86507,37.76238847,-122.4855653,12,2006,winter
1890,107511,37.80046371,-122.4385175,9,2014,fall
1895,264744,37.71379438,-122.4679225,9,2020,fall
1898,49244,37.7883376,-122.4469118,3,2003,spring
1902,115382,37.73682254,-122.4158832,1,2016,winter
1904,44171,37.79568234,-122.4319949,3,2001,spring
1912,68570,37.77211634,-122.5057384,10,1993,fall
1924,56147,37.79140446,-122.439486,6,1973,summer
1926,32299,37.74307934,-122.489741,8,1996,summer
1929,46282,37.77482121,-122.5102347,1,2002,winter
1930,22987,37.76218235,-122.4215148,7,2010,summer
1939,88207,37.77806305,-122.4544672,7,2008,summer
1942,3538,37.74110625,-122.3787022,4,2017,spring
1946,17857,37.78816453,-122.4312997,2,2001,winter
1949,60229,37.78397723,-122.4847445,7,1982,summer
1954,90924,37.77767504,-122.4937536,11,2008,fall
1959,85928,37.75547343,-122.4840137,12,2006,winter
1968,122858,37.71088011,-122.4537839,12,2016,winter
1970,261035,37.7571202,-122.4953904,3,2020,spring
1973,60547,37.77934063,-122.4955085,1,2020,winter
1974,74759,37.73029437,-122.4487679,5,1999,spring
1981,12040,37.73211505,-122.3828043,4,2011,spring
1982,884,37.73090566,-122.4304385,4,2008,spring
1984,25537,37.76522364,-122.4318009,4,1993,spring
1990,59112,37.77577237,-122.4672086,4,1980,spring
1993,40027,37.7337668,-122.3870293,2,1999,winter
1995,55101,37.79949763,-122.447183,9,1972,fall
1996,55001,37.77770638,-122.4748107,9,1972,fall
1999,69500,37.7280276,-122.4385341,5,1994,spring
2000,109703,37.76131443,-122.4243127,2,2015,winter
2002,262401,37.73226499,-122.4266035,7,2020,summer
2008,90972,37.77584217,-122.4933363,11,2008,fall
2010,115829,37.78008745,-122.4820611,2,2016,winter
2012,32,37.76757792,-122.4300641,6,2016,summer
2017,68150,37.7607918,-122.448762,8,1993,summer
2034,15211,37.77850613,-122.4119525,1,1995,winter
2035,4099,37.74831053,-122.4165846,2,1998,winter
2040,89710,37.77883736,-122.4685364,2,2008,winter
2046,219931,37.75448342,-122.4335811,7,2016,summer
2050,1405,37.73431089,-122.3822707,3,2006,spring
2055,136839,37.79668522,-122.4306019,7,2009,summer
2058,86514,37.76426744,-122.4856875,12,2006,winter
2059,15886,37.71119651,-122.4466358,3,1995,spring
2060,4164,37.74795899,-122.4236885,12,2003,winter
2061,39286,37.76460553,-122.4131317,12,1998,winter
2066,29581,37.72749637,-122.4720126,3,2013,spring
2068,28452,37.72661404,-122.4655582,4,2003,spring
2079,9458,37.78054951,-122.4249663,12,2005,winter
2081,40688,37.73003525,-122.4269924,8,1999,summer
2084,182083,37.74285808,-122.4780077,3,2017,spring
2085,13221,37.79963854,-122.4385181,2,1997,winter
2087,53025,37.7807745,-122.3936079,9,2006,fall
2088,22451,37.72269063,-122.3953419,1,2008,winter
2092,43453,37.72200454,-122.4433435,7,2000,summer
2099,103769,37.78893866,-122.420532,11,2009,fall
2102,28260,37.71707558,-122.4000189,3,2003,spring
