,tree_id,lat,lon,month_planted,year_planted,season
4758,107892,37.74407667,-122.4072785,11,2014,fall
4762,22005,37.75505186,-122.388108,2,1995,winter
4767,246499,37.74599604,-122.4275205,4,2017,spring
4776,25899,37.79928175,-122.3975678,10,1995,fall
4782,59205,37.75813979,-122.4346515,6,1980,summer
4785,108779,37.71369921,-122.4226431,1,2015,winter
4795,11514,37.73793101,-122.3788156,12,1997,winter
4807,68918,37.79953546,-122.4124608,12,1993,winter
4809,62590,37.77394744,-122.496739,2,1986,winter
4810,285,37.72881184,-122.4750113,2,1998,winter
4815,60783,37.78015779,-122.4478491,3,1983,spring
4817,62321,37.77505432,-122.4628508,10,1985,fall
4822,9525,37.78000761,-122.4281434,5,1992,spring
4823,267052,37.7263015,-122.4226452,1,2022,winter
4826,85234,37.7727864,-122.3970367,7,2007,summer
4828,249308,37.73480976,-122.4054965,6,2018,summer
4835,139643,37.77996153,-122.4386912,10,2017,fall
4836,42641,37.7981687,-122.4264647,11,2020,fall
4839,160454,37.71990324,-122.4379665,10,2019,fall
4842,18638,37.73672597,-122.3832578,2,1998,winter
4847,48410,37.79779325,-122.4444942,7,2002,summer
4848,25718,37.77696977,-122.429277,6,2015,summer
4854,64572,37.79423282,-122.409519,7,1988,summer
4858,25186,37.7554153,-122.4415276,4,1996,spring
4872,90318,37.77634814,-122.481814,2,2008,winter
4873,4035,37.74957799,-122.4001964,4,1995,spring
4882,50471,37.79857955,-122.4469203,10,2003,fall
4883,46351,37.79077161,-122.4414182,2,2002,winter
4885,49959,37.78762299,-122.4281742,7,2003,summer
4887,239150,37.77312161,-122.4235923,3,2021,spring
4896,89649,37.77820439,-122.4820729,3,2008,spring
4899,37812,37.72209456,-122.4281883,7,2003,summer
4900,95413,37.73444257,-122.4336917,10,2016,fall
4901,108921,37.74467708,-122.4177596,1,2015,winter
4915,24495,37.77514326,-122.428575,6,1995,summer
4916,25539,37.76504358,-122.4320389,4,1993,spring
4919,95993,37.77424909,-122.4854688,7,2011,summer
4926,66180,37.76000226,-122.3956002,9,1990,fall
4928,49008,37.7902976,-122.4450551,12,2002,winter
4936,42241,37.77933831,-122.4086996,6,2000,summer
4942,251737,37.71032973,-122.4318577,10,2017,fall
4952,179076,37.72841712,-122.4267355,10,2017,fall
4956,31364,37.74529645,-122.4737848,12,2016,winter
4957,105853,37.78794034,-122.4494013,3,2014,spring
4961,59347,37.77561863,-122.4430842,7,1988,summer
4964,32962,37.75849994,-122.3903879,11,1996,fall
4967,264849,37.73279028,-122.4064701,11,2020,fall
4969,136981,37.7882188,-122.4486378,4,2020,spring
4974,87297,37.76412922,-122.5034957,10,2014,fall
4983,88662,37.75286886,-122.3860943,8,2008,summer
4985,5419,37.76247834,-122.4260235,4,1998,spring
4992,193527,37.72965878,-122.4003265,10,2019,fall
5000,139860,37.77971209,-122.423941,5,2016,spring
5002,29028,37.77289555,-122.4130508,12,2005,winter
5004,87877,37.80118405,-122.4373389,6,2008,summer
5006,25744,37.80207103,-122.4004557,8,1996,summer
5012,41952,37.7736168,-122.4670562,6,2000,summer
5018,26205,37.74310926,-122.4231346,7,2007,summer
5019,31760,37.73768131,-122.479702,6,1995,summer
5021,90496,37.78361147,-122.485089,3,2008,spring
5022,38045,37.78718724,-122.4437574,7,1998,summer
5023,28477,37.72728896,-122.4669054,4,2003,spring
5026,139882,37.78005885,-122.4350169,4,1990,spring
5027,93344,37.77931477,-122.4437504,11,2008,fall
5029,4566,37.74256377,-122.4202161,7,2016,summer
5033,159336,37.71081465,-122.4484377,10,2017,fall
5036,62656,37.77027454,-122.4342388,4,1986,spring
5047,171237,37.72777621,-122.4291512,11,2019,fall
5048,49873,37.75965565,-122.4792378,6,2003,summer
5051,122626,37.73300093,-122.4956005,11,2016,fall
5059,22079,37.74847508,-122.3875565,2,1995,winter
5061,92119,37.75071146,-122.3955181,7,2009,summer
5064,90282,37.77538664,-122.5063601,4,2008,spring
5076,88172,37.78137866,-122.4031195,7,2008,summer
5079,54758,37.71049012,-122.3989225,8,1972,summer
5093,37078,37.76195194,-122.5038058,6,1998,summer
5095,5028,37.74268788,-122.4365582,6,1992,summer
5100,52938,37.72505657,-122.4357197,8,2006,summer
5102,94700,37.78526079,-122.4698714,10,2010,fall
5104,84563,37.75149563,-122.4297184,12,2012,winter
5115,35880,37.73761032,-122.4039634,4,1998,spring
5120,56136,37.75903557,-122.399964,7,1973,summer
5128,88047,37.73811949,-122.388383,6,2008,summer
5134,28943,37.77164453,-122.4087857,2,2006,winter
5135,42065,37.74604764,-122.417779,7,2009,summer
5137,34655,37.75965344,-122.4826853,7,1997,summer
5141,57075,37.75823464,-122.3903465,10,1974,fall
5142,90544,37.77533759,-122.4662217,2,2008,winter
5146,68981,37.8007144,-122.4440982,1,1994,winter
5150,253095,37.76491137,-122.4880327,7,2017,summer
5153,50910,37.74219944,-122.4733972,4,2004,spring
5154,5348,37.76613084,-122.4266725,7,2010,summer
5155,208295,37.7339156,-122.4355664,10,1994,fall
5156,51364,37.73219766,-122.3934169,10,2004,fall
5160,177791,37.71009434,-122.435018,8,2021,summer
5164,46773,37.72434892,-122.436131,4,2017,spring
5165,9497,37.7799367,-122.4252444,5,1992,spring
5167,26288,37.72572486,-122.4425546,6,1997,summer
5171,26068,37.71384224,-122.46245,2,2003,winter
5176,26454,37.73828383,-122.3812845,6,1997,summer
5182,115988,37.79639951,-122.4032554,6,2016,summer
5185,89652,37.77825524,-122.4810837,4,2008,spring
5187,14711,37.7789601,-122.4250781,5,1992,spring
5188,86117,37.74139977,-122.4808686,1,2007,winter
5191,60245,37.76500525,-122.4851269,8,1982,summer
5196,91246,37.75712289,-122.4235219,11,2008,fall
5197,23035,37.7574996,-122.4213748,5,1997,spring
5202,36182,37.78405739,-122.4567287,5,1998,spring
5203,85677,37.7772337,-122.4011853,4,2007,spring
5206,108872,37.7758323,-122.4382847,1,2015,winter
5214,33335,37.80336797,-122.4299337,11,1996,fall
5217,30685,37.77415171,-122.4274064,1,1995,winter
5221,5959,37.781453,-122.4315781,5,1992,spring
5225,103518,37.71527296,-122.4420651,5,2013,spring
5229,37950,37.75860743,-122.3970376,7,1998,summer
5231,54852,37.77314358,-122.4491785,8,1972,summer
5232,23426,37.7934792,-122.4231194,5,2002,spring
5249,158175,37.73772775,-122.4283674,1,2018,winter
5250,37075,37.76300829,-122.5038875,6,1998,summer
5252,91488,37.71298887,-122.4727931,3,2007,spring
5253,58353,37.79383746,-122.4129787,11,1978,fall
5256,53439,37.78478022,-122.457884,6,1990,summer
5257,14451,37.78109818,-122.4474316,5,2012,spring
5258,13037,37.80325889,-122.4099834,12,2015,winter
5259,7793,37.77989237,-122.4219798,1,2016,winter
5260,198591,37.76654385,-122.3966235,3,2018,spring
5271,37506,37.78936317,-122.4136125,6,1998,summer
5272,255413,37.77709167,-122.4193912,5,2018,spring
5275,117315,37.76225394,-122.480394,6,2016,summer
5280,33126,37.79821143,-122.4412763,11,2014,fall
5282,117054,37.7901066,-122.4536265,7,2016,summer
5286,43820,37.73495182,-122.4912436,7,2000,summer
5288,27601,37.77768458,-122.4323137,11,2017,fall
5294,25516,37.76624732,-122.4305194,4,1993,spring
5302,88377,37.77941768,-122.473805,7,2008,summer
5305,82647,37.76729989,-122.4212139,1,2015,winter
5316,49811,37.75791825,-122.3898826,6,2003,summer
5324,89466,37.77809008,-122.4880704,3,2008,spring
5326,47183,37.7854308,-122.4861144,5,2002,spring
5328,91295,37.78947324,-122.4434605,2,2009,winter
5330,25815,37.80608845,-122.4043754,10,1995,fall
5332,70277,37.78011364,-122.4944966,3,2012,spring
5333,43860,37.73576086,-122.4903356,7,2000,summer
5334,74771,37.77874298,-122.4735615,3,2018,spring
5338,59411,37.79076907,-122.440305,12,1980,winter
5339,6646,37.74130212,-122.3870327,4,1990,spring
5340,43435,37.72176313,-122.4427111,7,2000,summer
5341,84558,37.75150165,-122.4296186,12,2012,winter
5349,8734,37.78182664,-122.4534575,2,1996,winter
5351,40073,37.73083801,-122.3931864,2,1999,winter
5356,9832,37.78372872,-122.4244994,8,2009,summer
5357,88270,37.76496971,-122.4420193,7,2008,summer
5364,36161,37.78281698,-122.4524008,5,1998,spring
5366,48960,37.79840887,-122.4331552,11,2002,fall
5367,35762,37.76828258,-122.4186478,4,1998,spring
5377,138,37.76720741,-122.4362869,5,1990,spring
5379,58918,37.74942287,-122.4262914,3,2016,spring
5382,48032,37.79099898,-122.4456438,7,2002,summer
5383,209632,37.76442605,-122.464283,12,1992,winter
5386,38142,37.72979789,-122.4057574,7,2009,summer
5389,50877,37.78953527,-122.4358097,4,2004,spring
5394,23950,37.7900462,-122.4328887,10,2014,fall
5402,8095,37.77807127,-122.4292676,4,1998,spring
5408,143510,37.79754399,-122.4325651,8,2006,summer
5409,38668,37.77882162,-122.4403559,10,1998,fall
5411,108659,37.77319779,-122.4493327,12,2014,winter
5413,10518,37.76925478,-122.4523571,2,2016,winter
5414,22705,37.78046139,-122.4330021,8,1991,summer
5416,108838,37.71787816,-122.4279149,1,2015,winter
5419,201588,37.72936326,-122.3695696,7,2017,summer
5420,1964,37.73350347,-122.3812244,3,2006,spring
5422,25802,37.80608845,-122.4043754,8,1996,summer
5428,34804,37.71636948,-122.4448497,7,1997,summer
5434,23787,37.78103341,-122.4304805,4,2008,spring
5435,30802,37.73380218,-122.4366951,2,1995,winter
5439,239448,37.7374243,-122.4279928,7,1997,summer
5441,133551,37.78872872,-122.4502946,5,2014,spring
5444,39959,37.77925989,-122.465147,7,2000,summer
5447,89731,37.77911012,-122.4624839,2,2008,winter
5450,264991,37.76398769,-122.4655353,12,2020,winter
5455,94793,37.79101087,-122.4508825,11,2010,fall
5456,243660,37.7523774,-122.4419086,3,2018,spring
5459,64113,37.76394065,-122.3975258,11,1987,fall
5461,39387,37.79346374,-122.4419565,12,1998,winter
5466,59613,37.75886256,-122.3892343,2,1981,winter
5475,64386,37.78282323,-122.394922,4,1988,spring
5483,31306,37.77787455,-122.425885,4,1995,spring
5484,6476,37.73956701,-122.3820546,9,2006,fall
5488,20770,37.75528189,-122.49547,4,2000,spring
5491,50484,37.77799984,-122.4070633,10,2003,fall
5503,105038,37.77597,-122.4473523,3,2015,spring
5504,96758,37.78764511,-122.4636177,3,2014,spring
5509,12383,37.7842359,-122.4286805,8,2014,summer
5514,10550,37.73287427,-122.3789142,2,1992,winter
5521,51499,37.75832999,-122.5013187,1,2005,winter
5522,264789,37.75200326,-122.40505,7,2021,summer
5524,255734,37.72891485,-122.425863,10,2018,fall
5526,240637,37.7703227,-122.4247652,8,2020,summer
5529,69157,37.76306029,-122.5018853,1,1994,winter
5531,264910,37.72759805,-122.3914421,11,2020,fall
5533,12670,37.78643917,-122.4717417,4,1998,spring
5534,38981,37.76575776,-122.4056718,11,1998,fall
5536,86288,37.76463143,-122.4837177,12,2006,winter
5540,106990,37.78513539,-122.4308185,10,2014,fall
5543,18426,37.75616405,-122.4065297,1,2016,winter
5544,99402,37.72748155,-122.3911666,5,2012,spring
5545,51389,37.7768517,-122.410648,10,2004,fall
5547,8038,37.77838979,-122.4256078,9,2015,fall
5550,251534,37.75273002,-122.5009291,5,2017,spring
5561,171450,37.72563049,-122.4266247,3,2018,spring
5572,28405,37.72455306,-122.4607874,4,2003,spring
5573,63512,37.7782986,-122.4425133,11,2016,fall
5575,91801,37.74859822,-122.4114434,3,2007,spring
5577,95898,37.75564886,-122.4807775,7,2011,summer
5579,90141,37.77737856,-122.4620484,2,2008,winter
5592,117123,37.73951899,-122.4914102,5,2016,spring
5595,32220,37.74743372,-122.4096834,8,1995,summer
5604,26750,37.78454791,-122.4373234,4,2003,spring
5615,90865,37.77445409,-122.4824437,2,2008,winter
5619,93352,37.77931477,-122.4437504,11,2008,fall
5620,103734,37.76336525,-122.4146664,5,2007,spring
5621,164271,37.74235128,-122.4744873,3,2017,spring
5632,16245,37.73154558,-122.4494033,2,2003,winter
5637,28959,37.77437333,-122.4122655,2,2010,winter
5638,34707,37.77566542,-122.5069062,7,1997,summer
5642,114753,37.72367365,-122.4058387,12,2015,winter
5643,92861,37.79869697,-122.4207291,11,2009,fall
5644,5014,37.74348733,-122.4371937,5,1997,spring
5646,12701,37.7861436,-122.4746136,2,2007,winter
5648,47792,37.74145701,-122.4830201,6,2002,summer
5649,4282,37.7470831,-122.4363169,4,1995,spring
5652,105189,37.77554632,-122.5070518,10,2016,fall
5660,180016,37.71181314,-122.4520558,12,1998,winter
5663,84747,37.77868611,-122.3913712,5,2007,spring
5664,29245,37.74776575,-122.497569,3,2006,spring
5678,30358,37.7579623,-122.3979308,8,1974,summer
5679,254764,37.71703655,-122.4506015,3,2018,spring
5681,52007,37.7336095,-122.3934669,6,2008,summer
5685,15909,37.71043562,-122.4484536,2,1995,winter
5686,94744,37.79685023,-122.429235,11,2010,fall
5687,101942,37.7794051,-122.4086105,1,2016,winter
5697,33662,37.77606742,-122.4253888,10,2016,fall
5703,49561,37.79043859,-122.4135229,5,2003,spring
5704,81639,37.77578175,-122.4638284,8,2008,summer
5709,17740,37.78276633,-122.4360547,12,1982,winter
5714,50577,37.783163,-122.4752045,12,2003,winter
5716,38964,37.80328586,-122.4324776,11,1998,fall
5717,31417,37.756054,-122.4363962,5,1995,spring
5718,51916,37.75399927,-122.5021752,7,2005,summer
5721,12800,37.78599177,-122.4815226,2,2008,winter
5722,82842,37.77794215,-122.4105924,7,2009,summer
5724,59835,37.80315276,-122.4389985,9,1981,fall
5726,29953,37.7131069,-122.4578183,3,2007,spring
5727,259659,37.74743407,-122.4306015,7,2019,summer
5735,60061,37.73919905,-122.3882806,3,1982,spring
5739,30030,37.72469315,-122.437017,3,2007,spring
5741,38391,37.78802104,-122.4538108,8,1998,summer
5749,31876,37.7803202,-122.4988083,6,1995,summer
5751,54835,37.77430557,-122.4478825,8,1972,summer
5752,103825,37.78612904,-122.4196922,11,2009,fall
5758,59963,37.77707757,-122.4247981,12,1981,winter
5759,43019,37.77324042,-122.4247227,12,2014,winter
5773,86394,37.75781712,-122.4843217,12,2006,winter
5776,63200,37.78053989,-122.4965187,7,2015,summer
5780,95713,37.72525964,-122.4269991,9,2011,fall
5782,85826,37.77401442,-122.4143062,5,2007,spring
5784,4417,37.7527465,-122.4276369,5,1997,spring
5789,8264,37.74019958,-122.3870785,3,2004,spring
5791,44260,37.72483387,-122.4308165,2,2001,winter
5799,27934,37.8020588,-122.4004449,2,2001,winter
5805,57220,37.76107388,-122.4893053,1,1975,winter
5806,84342,37.8039463,-122.4260898,6,2008,summer
5809,29007,37.77488145,-122.4152964,12,2005,winter
5810,369,37.72122463,-122.4749612,3,2013,spring
5842,87665,37.71163408,-122.4035407,12,2015,winter
5843,104274,37.78909406,-122.4535719,9,2013,fall
5844,144327,37.77485521,-122.507925,2,2021,winter
5854,53178,37.80350477,-122.4181496,11,2006,fall
5861,106411,37.80043644,-122.4387401,4,2014,spring
5862,10863,37.73410745,-122.3826385,4,2016,spring
5865,65859,37.80192435,-122.4414523,5,1990,spring
5868,80749,37.71971212,-122.4276216,7,2009,summer
5870,103962,37.79164116,-122.4486807,6,2017,summer
5872,98849,37.75391761,-122.4896816,4,2012,spring
5876,39967,37.79574911,-122.4020429,1,1999,winter
5879,103783,37.78833313,-122.4203153,11,2009,fall
5881,89537,37.77735749,-122.5040753,3,2008,spring
5885,28914,37.77827572,-122.4099302,2,2006,winter
5888,50575,37.76164125,-122.5007263,11,2003,fall
5889,11110,37.7996325,-122.4192221,1,2016,winter
5890,27519,37.75118791,-122.4229274,6,2000,summer
5896,19322,37.71787723,-122.4642979,8,1994,summer
5900,95889,37.75674943,-122.478723,7,2011,summer
5902,52781,37.73359373,-122.4263102,5,2006,spring
5904,91959,37.76416956,-122.4601554,12,2008,winter
5907,51005,37.77603009,-122.4606145,6,2004,summer
5910,26232,37.74380769,-122.4225672,9,1997,fall
5911,86216,37.7386431,-122.4808351,6,2015,summer
5917,163010,37.72217692,-122.4519213,5,2021,spring
5927,51891,37.77979979,-122.4059526,7,2005,summer
5951,54436,37.76124926,-122.3945609,6,1972,summer
5954,27240,37.72918852,-122.4319906,2,2005,winter
5956,115515,37.76779574,-122.4245519,2,2016,winter
5957,98063,37.74454336,-122.4389401,3,2014,spring
5960,90490,37.78639648,-122.4852912,2,2016,winter
5972,199715,37.72685214,-122.3868438,12,2021,winter
5977,251164,37.73824763,-122.3820862,4,2017,spring
5982,44512,37.73884935,-122.426321,3,2001,spring
5983,15738,37.72555467,-122.4342628,12,1997,winter
5987,43328,37.7236076,-122.4344832,7,2000,summer
5989,26354,37.71366992,-122.4528022,6,1997,summer
5990,4983,37.74335512,-122.4375467,7,2017,summer
5991,9608,37.77953035,-122.4333162,11,1994,fall
5994,90664,37.77390998,-122.4975458,4,2008,spring
5997,26453,37.73823537,-122.381325,6,1998,summer
6007,41045,37.79194788,-122.4452384,10,1999,fall
6012,36716,37.75985885,-122.4205418,2,2015,winter
6015,29694,37.71193929,-122.4158975,3,2006,spring
6016,5735,37.74183569,-122.4240501,4,2008,spring
6017,159341,37.71105587,-122.447992,10,2017,fall
6019,61608,37.77771368,-122.4486759,9,1984,fall
6037,254175,37.80267,-122.4212566,1,2018,winter
6038,265337,37.76852429,-122.4106716,2,2021,winter
6039,112530,37.79804343,-122.4045839,3,2016,spring
6044,42898,37.7373732,-122.4891079,6,2002,summer
6048,84781,37.78377464,-122.475412,4,2007,spring
6049,28393,37.72501894,-122.4611798,4,2003,spring
6061,68254,37.80536839,-122.4423038,8,1993,summer
6067,1762,37.71533476,-122.3991244,12,1991,winter
6075,43384,37.78612126,-122.4647385,7,2000,summer
6076,59887,37.77625534,-122.4476123,11,1981,fall
6078,18384,37.75902694,-122.4070543,1,1998,winter
6079,35583,37.80292403,-122.4365988,3,1998,spring
6082,244299,37.77541814,-122.4240981,4,2017,spring
6083,22905,37.7689814,-122.4221654,5,1997,spring
6089,145137,37.78234982,-122.4685995,2,2021,winter
6094,118928,37.7716633,-122.5100073,3,2018,spring
6097,213791,37.72218082,-122.4572427,4,2020,spring
6111,9359,37.74167211,-122.4390417,3,2006,spring
6114,86505,37.7618064,-122.4855301,6,2012,summer
6117,117446,37.79206834,-122.4168013,6,2016,summer
6120,117599,37.77683621,-122.4237729,6,2016,summer
6123,6447,37.73859523,-122.3809042,11,2015,fall
6124,61172,37.78134815,-122.4804492,7,1989,summer
6131,65517,37.79844254,-122.4329233,2,1990,winter
6132,46647,37.78576351,-122.4764687,7,2013,summer
6140,129941,37.79457337,-122.4264644,6,2011,summer
6143,30698,37.77427448,-122.4249618,1,1995,winter
6152,108777,37.71019172,-122.3976987,1,2015,winter
6155,96728,37.73802724,-122.3878772,6,2011,summer
6156,33266,37.79180707,-122.4117877,11,1996,fall
6160,54661,37.71094938,-122.3992458,7,1972,summer
6161,89432,37.77854379,-122.4774631,2,2008,winter
6162,115434,37.71943661,-122.4354473,2,2016,winter
6163,46401,37.74331284,-122.5067905,5,2002,spring
6164,5105,37.73671499,-122.4346055,6,2002,summer
6166,87920,37.78353488,-122.4446973,6,2008,summer
6171,144284,37.77398775,-122.5057109,1,2020,winter
6173,853,37.73352105,-122.4134644,3,2006,spring
6176,4894,37.71945584,-122.4083036,3,2007,spring
6186,43031,37.75062278,-122.400644,7,2000,summer
6188,147652,37.78081672,-122.4751953,5,2021,spring
6190,15185,37.77995486,-122.4101182,3,1995,spring
6204,49992,37.77640966,-122.4231886,7,2003,summer
6205,46356,37.7969892,-122.4143415,5,2002,spring
6211,66463,37.7830783,-122.4492912,1,1991,winter
6214,57816,37.75827051,-122.4008736,7,2005,summer
6216,32449,37.7620235,-122.4416693,10,1996,fall
6217,14736,37.77913288,-122.4263116,5,1992,spring
6222,62127,37.72749451,-122.436696,8,1985,summer
6231,66232,37.71711747,-122.4519963,10,1990,fall
6233,32511,37.73559766,-122.4161547,10,1996,fall
6238,145174,37.78526773,-122.4655802,3,2021,spring
6239,144820,37.77307695,-122.4787841,11,2019,fall
6241,87433,37.73217056,-122.4212622,4,2008,spring
6244,31309,37.77784241,-122.4261372,4,1995,spring
6248,11664,37.72672368,-122.4722325,1,2008,winter
6251,409,37.71897148,-122.4740214,2,2008,winter
6252,46315,37.73357816,-122.4168538,2,2002,winter
6253,50924,37.78120862,-122.4002974,9,2005,fall
6255,68698,37.78524072,-122.4720204,11,1993,fall
6262,7336,37.78908285,-122.4337918,3,2016,spring
6264,2159,37.71983553,-122.4082327,6,1992,summer
6270,89596,37.77757813,-122.495895,3,2008,spring
6290,108005,37.77667734,-122.4251662,11,2020,fall
6294,90231,37.77620118,-122.4884542,4,2008,spring
6300,47465,37.78821889,-122.4422553,5,2002,spring
6303,101850,37.75694406,-122.4017048,12,2015,winter
6304,25778,37.71118613,-122.4264865,4,1997,spring
6305,54817,37.72794281,-122.3884055,12,2007,winter
6306,195298,37.79255303,-122.3970495,10,2005,fall
6311,59099,37.77929826,-122.4662283,4,1980,spring
6314,54972,37.77773178,-122.4671955,9,1972,fall
6315,97054,37.73303548,-122.4099487,8,2011,summer
6318,56857,37.75368113,-122.491644,2,1986,winter
6319,255711,37.78391,-122.4924676,6,2018,summer
6322,25503,37.77024805,-122.4254818,4,1993,spring
6323,229982,37.73485373,-122.4314327,11,1980,fall
6324,144166,37.77636181,-122.5015842,1,2020,winter
6326,91810,37.75418627,-122.4119738,3,2007,spring
6328,162247,37.72259981,-122.4022847,10,2020,fall
6333,29732,37.79952497,-122.4090707,8,2006,summer
6334,43904,37.75523289,-122.4085092,4,2002,spring
6337,53731,37.73376323,-122.3987641,1,1972,winter
6338,86576,37.74063688,-122.484198,1,2007,winter
6343,24172,37.7345714,-122.3849101,4,2000,spring
6344,69003,37.74816714,-122.5029986,1,1994,winter
6348,48432,37.79262161,-122.412476,7,2002,summer
6357,86248,37.74492066,-122.4821984,12,2006,winter
6362,59931,37.7745243,-122.4445612,11,1981,fall
6366,44126,37.77593026,-122.4180514,12,2000,winter
6368,13063,37.80312026,-122.411138,12,2017,winter
6373,57611,37.76180384,-122.397531,11,1976,fall
6374,31868,37.8040016,-122.4454543,11,1999,fall
6377,128078,37.80681768,-122.4111125,1,2020,winter
6385,52253,37.7183143,-122.4065776,11,2005,fall
6388,18280,37.78507174,-122.4342667,1,2004,winter
6393,101974,37.76145654,-122.395089,12,2012,winter
6395,39598,37.76514628,-122.4044494,12,1998,winter
6400,31754,37.74257066,-122.4787979,6,1995,summer
6401,32350,37.75936117,-122.4099649,10,1996,fall
6404,24542,37.73893109,-122.4159489,7,1999,summer
6410,43305,37.76109571,-122.4040664,7,2000,summer
6414,37207,37.75684612,-122.4905618,6,1998,summer
6415,9200,37.7802149,-122.4860178,1,2005,winter
6416,98454,37.73760801,-122.3891548,2,2012,winter
6424,32977,37.76079252,-122.3935532,7,2003,summer
6428,15802,37.71934145,-122.4389462,2,2007,winter
6430,139941,37.78045078,-122.4257285,5,2019,spring
6432,43813,37.78464853,-122.4776257,6,2008,summer
6433,72366,37.77470063,-122.4734662,5,2014,spring
6439,26491,37.77965965,-122.4268218,6,1998,summer
6444,218318,37.7456257,-122.4660213,3,2019,spring
6447,88156,37.78153751,-122.4027995,7,2008,summer
6453,45627,37.75544021,-122.4899301,8,2001,summer
6459,34624,37.76069534,-122.4822081,7,1997,summer
6476,5490,37.757909,-122.425893,12,2015,winter
6480,216808,37.7148544,-122.4595566,10,2017,fall
6481,52767,37.79615017,-122.4091848,5,2006,spring
6484,68732,37.76326675,-122.4822218,11,1993,fall
6492,43827,37.73772792,-122.4924394,7,2000,summer
6493,112025,37.75709345,-122.4023192,7,2015,summer
6494,30096,37.72257798,-122.3957073,7,2011,summer
6500,113583,37.72177012,-122.4360431,8,2020,summer
6501,90547,37.77526884,-122.4677635,2,2008,winter
6502,25596,37.73977648,-122.409328,2,2002,winter
6509,108048,37.78898905,-122.398293,11,2014,fall
6517,69452,37.78053904,-122.4932854,11,2007,fall
6519,34677,37.79847218,-122.4326804,7,1997,summer
6521,31407,37.75753699,-122.4360454,5,1995,spring
6522,5093,37.73710738,-122.434567,6,2000,summer
6523,43854,37.73576084,-122.493398,7,2000,summer
6526,89673,37.77845852,-122.4764339,2,2008,winter
6527,108053,37.78904296,-122.3983372,11,2014,fall
6531,68178,37.77824913,-122.4561457,6,1993,summer
6544,24222,37.73341541,-122.3828829,5,2010,spring
6549,95752,37.72531458,-122.4301088,10,2017,fall
6554,28629,37.72368051,-122.4558827,4,2003,spring
6557,49822,37.76250693,-122.3988071,6,2003,summer
6559,15928,37.70971035,-122.4503006,12,1997,winter
6563,93299,37.75777421,-122.4278245,12,2008,winter
6566,90543,37.77535634,-122.4658435,2,2008,winter
6579,69238,37.79189844,-122.4456518,2,1994,winter
6585,253117,37.71978341,-122.442046,10,2017,fall
6586,34594,37.79182786,-122.4472443,7,1997,summer
6592,86396,37.75729776,-122.4842805,12,2006,winter
6601,6217,37.7816881,-122.4357886,5,1991,spring
6604,229995,37.73818043,-122.42877,4,2019,spring
6606,89357,37.76337271,-122.3976824,11,2008,fall
6616,10065,37.76280631,-122.4238022,3,2006,spring
6620,64373,37.80001237,-122.4054837,4,1988,spring
6631,231331,37.76159243,-122.4520672,4,1988,spring
6632,87276,37.77616975,-122.411639,2,2013,winter
6633,31523,37.75279787,-122.4044396,5,1995,spring
6635,58968,37.78458778,-122.4614065,4,1980,spring
6640,57615,37.76065636,-122.3972174,11,1976,fall
6641,43849,37.7377832,-122.4935367,7,2000,summer
6647,67320,37.7770693,-122.465903,7,1992,summer
6650,68345,37.77916285,-122.4737872,8,1993,summer
6652,89453,37.77826505,-122.4843171,3,2008,spring
6654,90745,37.77339894,-122.5055434,4,2008,spring
6655,30072,37.71172889,-122.4634421,3,2007,spring
6663,105424,37.72011064,-122.4628735,2,2014,winter
6674,22645,37.78088713,-122.4295132,4,2005,spring
6681,30518,37.78361428,-122.4145472,1,1995,winter
6682,41912,37.77613467,-122.4703015,6,2000,summer
6683,65026,37.7629699,-122.3964605,4,1989,spring
6692,93632,37.78276752,-122.4579346,1,2018,winter
6693,109107,37.78646411,-122.4567798,1,2015,winter
6704,7950,37.79068151,-122.4241712,1,2008,winter
6709,94232,37.73406014,-122.4889745,6,2010,summer
6710,15529,37.75240457,-122.4185503,6,1992,summer
6711,37364,37.72800378,-122.4234968,6,1998,summer
6719,25922,37.73797885,-122.3961226,4,1997,spring
6722,35599,37.78339003,-122.4775437,3,1998,spring
6728,91400,37.7886371,-122.4554671,3,2009,spring
6729,63470,37.77861661,-122.4462231,3,1987,spring
6730,29291,37.74598309,-122.4499083,10,2005,fall
6733,108228,37.7638737,-122.4138041,12,2016,winter
6740,94348,37.80189345,-122.4016326,7,2010,summer
6749,47491,37.73087265,-122.4320685,12,2010,winter
6756,23364,37.78818543,-122.4217033,9,2015,fall
6758,26271,37.74298721,-122.4213409,2,2004,winter
6761,31527,37.75232633,-122.4043884,5,1995,spring
6763,24438,37.78645014,-122.4233015,5,1995,spring
6766,39530,37.7653441,-122.3988425,12,1998,winter
6768,254270,37.73374669,-122.4511466,1,2018,winter
6770,18470,37.75268334,-122.406155,11,2003,fall
6783,36989,37.78649199,-122.4670616,5,1998,spring
6787,57950,37.70956262,-122.4444722,8,2010,summer
6788,90211,37.77627221,-122.4839111,4,2008,spring
6789,38276,37.75786429,-122.3948525,7,1998,summer
6790,86898,37.80027812,-122.4249778,10,2007,fall
6792,260852,37.77721472,-122.4932,8,2020,summer
6798,27912,37.78126372,-122.3885764,2,2001,winter
6800,4061,37.7482038,-122.4103568,4,1995,spring
6807,213107,37.73560203,-122.4566651,7,1988,summer
6810,22396,37.72592195,-122.394195,2,1995,winter
6812,109099,37.77913524,-122.458912,1,2015,winter
6813,56386,37.72746446,-122.3858928,8,1973,summer
